#
# M e s s w e r t t a b e l l e  der Reihen:
#
# cudatsa.rng.RNGModuleACMR [40,40] Werte
# cudatsa.rng.RNGModuleACMS [40,40] Werte
# cudatsa.rng.RNGModuleJUR [40,40] Werte
#
#
#x	y	x	y	x	y	
100,00000	0,00000	100,00000	1,00000	100,00000	0,00000	
200,00000	0,00000	200,00000	1,00000	200,00000	0,00000	
300,00000	1,00000	300,00000	1,00000	300,00000	0,00000	
400,00000	0,00000	400,00000	2,00000	400,00000	0,00000	
500,00000	0,00000	500,00000	1,00000	500,00000	0,00000	
600,00000	0,00000	600,00000	1,00000	600,00000	0,00000	
700,00000	0,00000	700,00000	0,00000	700,00000	0,00000	
800,00000	1,00000	800,00000	0,00000	800,00000	1,00000	
900,00000	0,00000	900,00000	1,00000	900,00000	0,00000	
1000,00000	0,00000	1000,00000	1,00000	1000,00000	0,00000	
2000,00000	0,00000	2000,00000	2,00000	2000,00000	0,00000	
3000,00000	0,00000	3000,00000	2,00000	3000,00000	0,00000	
4000,00000	1,00000	4000,00000	2,00000	4000,00000	0,00000	
5000,00000	1,00000	5000,00000	3,00000	5000,00000	0,00000	
6000,00000	1,00000	6000,00000	3,00000	6000,00000	1,00000	
7000,00000	0,00000	7000,00000	5,00000	7000,00000	0,00000	
8000,00000	1,00000	8000,00000	7,00000	8000,00000	1,00000	
9000,00000	0,00000	9000,00000	8,00000	9000,00000	0,00000	
10000,00000	1,00000	10000,00000	7,00000	10000,00000	0,00000	
25000,00000	1,00000	25000,00000	22,00000	25000,00000	2,00000	
50000,00000	1,00000	50000,00000	27,00000	50000,00000	1,00000	
100000,00000	1,00000	100000,00000	49,00000	100000,00000	1,00000	
200000,00000	2,00000	200000,00000	92,00000	200000,00000	3,00000	
300000,00000	3,00000	300000,00000	154,00000	300000,00000	3,00000	
400000,00000	5,00000	400000,00000	182,00000	400000,00000	5,00000	
500000,00000	6,00000	500000,00000	219,00000	500000,00000	5,00000	
600000,00000	7,00000	600000,00000	256,00000	600000,00000	7,00000	
700000,00000	9,00000	700000,00000	300,00000	700000,00000	7,00000	
800000,00000	8,00000	800000,00000	339,00000	800000,00000	9,00000	
900000,00000	10,00000	900000,00000	379,00000	900000,00000	9,00000	
1000000,00000	10,00000	1000000,00000	436,00000	1000000,00000	11,00000	
2000000,00000	28,00000	2000000,00000	859,00000	2000000,00000	21,00000	
3000000,00000	36,00000	3000000,00000	1271,00000	3000000,00000	37,00000	
4000000,00000	47,00000	4000000,00000	1673,00000	4000000,00000	47,00000	
5000000,00000	56,00000	5000000,00000	2157,00000	5000000,00000	58,00000	
6000000,00000	76,00000	6000000,00000	2652,00000	6000000,00000	72,00000	
7000000,00000	78,00000	7000000,00000	3125,00000	7000000,00000	80,00000	
8000000,00000	95,00000	8000000,00000	3560,00000	8000000,00000	93,00000	
9000000,00000	101,00000	9000000,00000	4046,00000	9000000,00000	107,00000	
10000000,00000	116,00000	10000000,00000	4309,00000	10000000,00000	116,00000	
