#
# M e s s w e r t t a b e l l e  der Reihen:
#
# cudatsa.rng.RNGModuleACMR [40,40] Werte
# cudatsa.rng.RNGModuleACMS [40,40] Werte
# cudatsa.rng.RNGModuleJUR [40,40] Werte
#
#
#x	y	x	y	x	y	
100,00000	0,00000	100,00000	1,00000	100,00000	0,00000	
200,00000	0,00000	200,00000	1,00000	200,00000	0,00000	
300,00000	0,00000	300,00000	2,00000	300,00000	0,00000	
400,00000	0,00000	400,00000	1,00000	400,00000	0,00000	
500,00000	0,00000	500,00000	1,00000	500,00000	0,00000	
600,00000	0,00000	600,00000	1,00000	600,00000	0,00000	
700,00000	0,00000	700,00000	1,00000	700,00000	0,00000	
800,00000	0,00000	800,00000	1,00000	800,00000	0,00000	
900,00000	0,00000	900,00000	1,00000	900,00000	0,00000	
1000,00000	0,00000	1000,00000	1,00000	1000,00000	0,00000	
2000,00000	0,00000	2000,00000	1,00000	2000,00000	0,00000	
3000,00000	0,00000	3000,00000	1,00000	3000,00000	1,00000	
4000,00000	0,00000	4000,00000	2,00000	4000,00000	1,00000	
5000,00000	0,00000	5000,00000	3,00000	5000,00000	1,00000	
6000,00000	0,00000	6000,00000	4,00000	6000,00000	0,00000	
7000,00000	0,00000	7000,00000	5,00000	7000,00000	0,00000	
8000,00000	1,00000	8000,00000	7,00000	8000,00000	0,00000	
9000,00000	1,00000	9000,00000	5,00000	9000,00000	1,00000	
10000,00000	0,00000	10000,00000	6,00000	10000,00000	1,00000	
25000,00000	1,00000	25000,00000	13,00000	25000,00000	1,00000	
50000,00000	1,00000	50000,00000	27,00000	50000,00000	1,00000	
100000,00000	2,00000	100000,00000	43,00000	100000,00000	1,00000	
200000,00000	3,00000	200000,00000	89,00000	200000,00000	2,00000	
300000,00000	4,00000	300000,00000	123,00000	300000,00000	4,00000	
400000,00000	4,00000	400000,00000	167,00000	400000,00000	5,00000	
500000,00000	7,00000	500000,00000	224,00000	500000,00000	6,00000	
600000,00000	7,00000	600000,00000	257,00000	600000,00000	6,00000	
700000,00000	8,00000	700000,00000	313,00000	700000,00000	7,00000	
800000,00000	9,00000	800000,00000	321,00000	800000,00000	9,00000	
900000,00000	14,00000	900000,00000	368,00000	900000,00000	10,00000	
1000000,00000	11,00000	1000000,00000	415,00000	1000000,00000	13,00000	
2000000,00000	30,00000	2000000,00000	866,00000	2000000,00000	22,00000	
3000000,00000	36,00000	3000000,00000	1212,00000	3000000,00000	44,00000	
4000000,00000	49,00000	4000000,00000	1628,00000	4000000,00000	52,00000	
5000000,00000	68,00000	5000000,00000	2107,00000	5000000,00000	71,00000	
6000000,00000	74,00000	6000000,00000	2654,00000	6000000,00000	76,00000	
7000000,00000	84,00000	7000000,00000	2990,00000	7000000,00000	84,00000	
8000000,00000	94,00000	8000000,00000	3448,00000	8000000,00000	101,00000	
9000000,00000	119,00000	9000000,00000	3756,00000	9000000,00000	103,00000	
10000000,00000	123,00000	10000000,00000	4333,00000	10000000,00000	122,00000	
