#
# M e s s w e r t t a b e l l e  der Reihen:
#
# tsa.rng.RNGModuleACMR [33,33] Werte
# tsa.rng.RNGModuleACMS [33,33] Werte
# tsa.rng.RNGModuleJUR [33,33] Werte
# tsa.rng.RNGModuleCUDAImpl [33,33] Werte
#
#
#x	y	x	y	x	y	x	y	
100.00000	0.00000	100.00000	0.30000	100.00000	0.00000	100.00000	106.90000	
500.00000	0.00000	500.00000	0.40000	500.00000	0.00000	500.00000	63.40000	
1000.00000	0.00000	1000.00000	0.90000	1000.00000	0.00000	1000.00000	46.80000	
2500.00000	0.00000	2500.00000	1.40000	2500.00000	0.00000	2500.00000	49.50000	
5000.00000	0.10000	5000.00000	2.60000	5000.00000	0.00000	5000.00000	57.10000	
7500.00000	0.50000	7500.00000	3.90000	7500.00000	0.20000	7500.00000	55.50000	
10000.00000	0.00000	10000.00000	4.60000	10000.00000	0.40000	10000.00000	49.30000	
20000.00000	0.00000	20000.00000	9.60000	20000.00000	0.20000	20000.00000	47.90000	
30000.00000	0.30000	30000.00000	14.30000	30000.00000	0.40000	30000.00000	45.30000	
40000.00000	0.60000	40000.00000	17.50000	40000.00000	0.70000	40000.00000	41.60000	
50000.00000	0.50000	50000.00000	21.00000	50000.00000	0.50000	50000.00000	37.60000	
60000.00000	0.70000	60000.00000	27.60000	60000.00000	0.60000	60000.00000	43.20000	
70000.00000	0.70000	70000.00000	31.00000	70000.00000	0.70000	70000.00000	42.50000	
80000.00000	1.00000	80000.00000	33.40000	80000.00000	0.70000	80000.00000	36.80000	
90000.00000	1.10000	90000.00000	39.40000	90000.00000	1.10000	90000.00000	40.50000	
100000.00000	1.20000	100000.00000	42.50000	100000.00000	1.00000	100000.00000	41.70000	
200000.00000	2.40000	200000.00000	86.00000	200000.00000	2.40000	200000.00000	43.60000	
300000.00000	3.70000	300000.00000	127.60000	300000.00000	3.70000	300000.00000	37.20000	
400000.00000	5.60000	400000.00000	169.20000	400000.00000	4.50000	400000.00000	39.70000	
500000.00000	6.60000	500000.00000	209.70000	500000.00000	5.60000	500000.00000	41.40000	
600000.00000	7.00000	600000.00000	251.00000	600000.00000	7.70000	600000.00000	36.80000	
700000.00000	8.50000	700000.00000	303.00000	700000.00000	8.80000	700000.00000	38.20000	
800000.00000	10.60000	800000.00000	355.40000	800000.00000	9.70000	800000.00000	37.70000	
900000.00000	11.20000	900000.00000	387.90000	900000.00000	10.40000	900000.00000	38.90000	
1000000.00000	13.10000	1000000.00000	449.40000	1000000.00000	13.00000	1000000.00000	41.20000	
2000000.00000	27.10000	2000000.00000	899.70000	2000000.00000	27.10000	2000000.00000	57.70000	
3000000.00000	41.30000	3000000.00000	1366.90000	3000000.00000	36.60000	3000000.00000	40.00000	
4000000.00000	51.90000	4000000.00000	1764.40000	4000000.00000	49.00000	4000000.00000	41.90000	
5000000.00000	68.90000	5000000.00000	2188.10000	5000000.00000	64.50000	5000000.00000	44.30000	
6000000.00000	81.80000	6000000.00000	2660.00000	6000000.00000	72.80000	6000000.00000	61.80000	
7000000.00000	93.10000	7000000.00000	3113.80000	7000000.00000	84.90000	7000000.00000	72.50000	
8000000.00000	109.30000	8000000.00000	3631.50000	8000000.00000	102.40000	8000000.00000	101.40000	
9000000.00000	123.00000	9000000.00000	4047.80000	9000000.00000	114.40000	9000000.00000	107.70000	
