#
# M e s s w e r t t a b e l l e  der Reihen:
#
# cudatsa.rng.RNGModuleACMR [40,40] Werte
# cudatsa.rng.RNGModuleACMS [40,40] Werte
# cudatsa.rng.RNGModuleJUR [40,40] Werte
#
#
#x	y	x	y	x	y	
100,00000	0,00000	100,00000	0,00000	100,00000	0,00000	
200,00000	0,00000	200,00000	0,00000	200,00000	0,00000	
300,00000	0,00000	300,00000	0,00000	300,00000	0,00000	
400,00000	0,00000	400,00000	1,00000	400,00000	0,00000	
500,00000	0,00000	500,00000	0,00000	500,00000	0,00000	
600,00000	0,00000	600,00000	0,00000	600,00000	0,00000	
700,00000	0,00000	700,00000	0,00000	700,00000	1,00000	
800,00000	0,00000	800,00000	0,00000	800,00000	0,00000	
900,00000	0,00000	900,00000	0,00000	900,00000	0,00000	
1000,00000	0,00000	1000,00000	0,00000	1000,00000	0,00000	
2000,00000	0,00000	2000,00000	1,00000	2000,00000	0,00000	
3000,00000	0,00000	3000,00000	1,00000	3000,00000	0,00000	
4000,00000	0,00000	4000,00000	2,00000	4000,00000	0,00000	
5000,00000	0,00000	5000,00000	2,00000	5000,00000	0,00000	
6000,00000	0,00000	6000,00000	3,00000	6000,00000	0,00000	
7000,00000	0,00000	7000,00000	3,00000	7000,00000	0,00000	
8000,00000	0,00000	8000,00000	4,00000	8000,00000	0,00000	
9000,00000	0,00000	9000,00000	4,00000	9000,00000	0,00000	
10000,00000	0,00000	10000,00000	4,00000	10000,00000	0,00000	
25000,00000	1,00000	25000,00000	10,00000	25000,00000	0,00000	
50000,00000	1,00000	50000,00000	20,00000	50000,00000	1,00000	
100000,00000	1,00000	100000,00000	43,00000	100000,00000	1,00000	
200000,00000	2,00000	200000,00000	83,00000	200000,00000	3,00000	
300000,00000	3,00000	300000,00000	124,00000	300000,00000	4,00000	
400000,00000	4,00000	400000,00000	164,00000	400000,00000	4,00000	
500000,00000	5,00000	500000,00000	204,00000	500000,00000	5,00000	
600000,00000	6,00000	600000,00000	249,00000	600000,00000	7,00000	
700000,00000	7,00000	700000,00000	299,00000	700000,00000	8,00000	
800000,00000	9,00000	800000,00000	342,00000	800000,00000	10,00000	
900000,00000	9,00000	900000,00000	387,00000	900000,00000	9,00000	
1000000,00000	10,00000	1000000,00000	461,00000	1000000,00000	12,00000	
2000000,00000	26,00000	2000000,00000	887,00000	2000000,00000	24,00000	
3000000,00000	35,00000	3000000,00000	1301,00000	3000000,00000	31,00000	
4000000,00000	45,00000	4000000,00000	1958,00000	4000000,00000	44,00000	
5000000,00000	62,00000	5000000,00000	2276,00000	5000000,00000	60,00000	
6000000,00000	61,00000	6000000,00000	2564,00000	6000000,00000	62,00000	
7000000,00000	74,00000	7000000,00000	3020,00000	7000000,00000	80,00000	
8000000,00000	81,00000	8000000,00000	3503,00000	8000000,00000	83,00000	
9000000,00000	99,00000	9000000,00000	4211,00000	9000000,00000	95,00000	
10000000,00000	105,00000	10000000,00000	4261,00000	10000000,00000	104,00000	
