#
# M e s s w e r t t a b e l l e  der Reihen:
#
# cudatsa.rng.RNGModuleACMR [40,40] Werte
# cudatsa.rng.RNGModuleACMS [40,40] Werte
# cudatsa.rng.RNGModuleJUR [40,40] Werte
#
#
#x	y	x	y	x	y	
100.00000	0.10000	100.00000	0.20000	100.00000	0.00000	
200.00000	0.10000	200.00000	0.00000	200.00000	0.10000	
300.00000	0.00000	300.00000	0.20000	300.00000	0.00000	
400.00000	0.00000	400.00000	0.30000	400.00000	0.00000	
500.00000	0.00000	500.00000	0.30000	500.00000	0.00000	
600.00000	0.10000	600.00000	0.10000	600.00000	0.00000	
700.00000	0.00000	700.00000	0.30000	700.00000	0.00000	
800.00000	0.00000	800.00000	0.50000	800.00000	0.00000	
900.00000	0.00000	900.00000	0.40000	900.00000	0.00000	
1000.00000	0.00000	1000.00000	0.70000	1000.00000	0.00000	
2000.00000	0.00000	2000.00000	1.00000	2000.00000	0.00000	
3000.00000	0.10000	3000.00000	1.40000	3000.00000	0.00000	
4000.00000	0.10000	4000.00000	2.00000	4000.00000	0.00000	
5000.00000	0.10000	5000.00000	2.80000	5000.00000	0.10000	
6000.00000	0.10000	6000.00000	2.70000	6000.00000	0.00000	
7000.00000	0.00000	7000.00000	3.50000	7000.00000	0.00000	
8000.00000	0.00000	8000.00000	3.80000	8000.00000	0.10000	
9000.00000	0.10000	9000.00000	4.30000	9000.00000	0.10000	
10000.00000	0.20000	10000.00000	4.80000	10000.00000	0.40000	
25000.00000	0.40000	25000.00000	11.20000	25000.00000	0.30000	
50000.00000	0.60000	50000.00000	21.40000	50000.00000	0.60000	
100000.00000	1.20000	100000.00000	44.10000	100000.00000	1.10000	
200000.00000	2.40000	200000.00000	95.90000	200000.00000	2.30000	
300000.00000	3.60000	300000.00000	132.50000	300000.00000	3.40000	
400000.00000	5.10000	400000.00000	178.50000	400000.00000	4.30000	
500000.00000	6.30000	500000.00000	219.20000	500000.00000	5.70000	
600000.00000	7.70000	600000.00000	263.10000	600000.00000	6.40000	
700000.00000	8.40000	700000.00000	327.90000	700000.00000	8.40000	
800000.00000	9.60000	800000.00000	365.90000	800000.00000	9.50000	
900000.00000	10.90000	900000.00000	388.90000	900000.00000	9.90000	
1000000.00000	11.50000	1000000.00000	425.50000	1000000.00000	10.80000	
2000000.00000	23.80000	2000000.00000	843.10000	2000000.00000	22.30000	
3000000.00000	36.60000	3000000.00000	1313.40000	3000000.00000	32.60000	
4000000.00000	47.90000	4000000.00000	1753.80000	4000000.00000	46.00000	
5000000.00000	63.10000	5000000.00000	2184.60000	5000000.00000	56.20000	
6000000.00000	72.10000	6000000.00000	2663.40000	6000000.00000	67.70000	
7000000.00000	86.20000	7000000.00000	3127.80000	7000000.00000	78.30000	
8000000.00000	99.80000	8000000.00000	3535.70000	8000000.00000	90.50000	
9000000.00000	113.10000	9000000.00000	4008.30000	9000000.00000	100.30000	
10000000.00000	125.80000	10000000.00000	4412.60000	10000000.00000	112.50000	
